"ID"	"Name"	"Depth"	"IsLeaf"	"InCancer"	"Ba"	"N"	"A"	"B"	"H"
"GO:0051784"	"negative regulation of nuclear division"	4	FALSE	FALSE	"FBP1 LDHB TFF3 MLPH FAM171A1 SFRP1 CYB5A GPD1L REEP5 SERPINB5 VAV3 DSC2 RAB17 GALNT7 TSPAN1 KRT16 ART3 CRYAB SLC44A4 ANXA9 ADIRF ALCAM PHGDH ANP32E KIAA1324 KRT18 KRT6B AKR7A3 ABAT MMP7 PROM1 PSAT1 SEMA3C LRBA UGDH GSTP1 RAB26 WWP1 SLC9A3R1 FSCN1 DHRS2 PIP SLC7A8 FUT8 NME3 SCNN1A CHI3L1 YBX1 TMC5 MREG ACTR3B SYBU KRT5 PLEKHF2 RHOB MSN KRT17 RAB27B MYO5C CTSV GSTM3 PKP1 GPRC5C SYTL2 SFT2D2 RARRES1 ITGB8 SLC6A14 MAN2B2 SLC16A1 C4B ACADSB GFRA1 IL6ST LAMP3 SOD2 NDRG1 PLOD1 BBOX1 LYN TSPAN15 GDF15 KLK5 GREB1 GAMT SLC7A5 DCXR CPA3 SH3BGRL BCAS1 SLC22A5 HSPB1 ITPR1 RABEP1 PLA2G4A CMBL KRT8 CADPS2 TUBB6 MPP6 COTL1 HPX CPE BCAM SERHL2 PDZK1 RNASE4 ANXA8L1"	""	"RACGAP1 CDK1 SPARCL1"	"FAT1 ANXA9 GFRA1 WWP1 KRT5 PROM1 SFRP1 IL6ST"	"ETFA NPY1R KMO GGCT PSMD3 SERPINA3 GCHFR G6PD QPRT FGFR4 PDZK1 ABAT PHGDH IL6ST ITGB6 KRT7 S100A9 ANXA9 SERPINA5 IDH2 S100A8 GFRA1 PSAT1 FUT3 GREB1 ACADSB TRPV6 FGFR2 CRISP3 LBP MIEN1 CALML5 AKR1B10 ADIRF THSD4 LAD1"
"GO:0051785"	"positive regulation of nuclear division"	4	FALSE	FALSE	""	"BIRC5"	"BIRC5 AURKA CDCA8 AURKB"	""	""
"GO:0051984"	"positive regulation of chromosome segregation"	3	FALSE	FALSE	""	""	"KIF2C SPAG5 KIF18B"	""	""
"GO:0051985"	"negative regulation of chromosome segregation"	3	FALSE	FALSE	"MCM5 MCM3 MCM7 MCM2"	""	"MCM5 MCM2 MCM4 MCM6 MCM7 MCM3"	""	""
"GO:0051988"	"regulation of attachment of spindle microtubules to kinetochore"	4	TRUE	FALSE	""	"TPX2"	"TPX2 AURKA"	""	""
"GO:0060236"	"regulation of mitotic spindle organization"	5	TRUE	FALSE	"FOXC1 AR AGR2 MLPH FOXA1 XBP1 FBP1 LDHB BCL11A TFF3 GATA3 SPDEF GALNT6 CYB5A EN1 ELF5 SLC44A4 FAM171A1 SFRP1 REEP5 SERPINB5 GALNT7 ANP32E SOX10 VAV3 DSC2 KIAA1324 RAB17 GPD1L CRYAB TCF7L1 DEK TSPAN1 KRT16 KRT18 ART3 TTK MCCC2 LIMA1 KRT6B ANXA9 ADIRF DNALI1 MMP7 ROPN1B E2F3 SLC7A8 TOX3 ALCAM DUSP4 ABAT ECI2 UGT8 WWP1 CERS6 PRKX WFS1 PHGDH SEMA3C VGLL1 UGDH PSAT1 GSTP1 PEX11A MICALL1 AKR7A3 PROM1 DACH1 ACOX2 FUT8 RND1 TMBIM4 SYT17 LBR LRBA GALNT10 SCNN1A CEBPB SLC9A3R1 CIRBP HOXB2 P4HTM NME3 PIP NDC80 REEP1 SYTL2 ESR1 CDC20 ITGB8 DHRS2 RAB26 SLC39A6 SYBU TMC5 CTSV FOXM1 RHOB FSCN1 FERMT1 RAB27B SLC9A6 YBX1 KLF5 KRT5 TTLL4 ERBB4 CHI3L1 MYO5C SFT2D2 PLEKHF2 NFIB ACTR3B KIF16B MSN ST8SIA1 KDM4B KRT17 CYP4B1 CDCA7 SMIM14 GSTM3 IFRD1 C4B ROPN1 CSRP2 MREG ANKRD30A REEP6 KRT23 WWTR1 CYP39A1 ENPP1 SUOX DUSP5 NFE2L3 TRIM29 CMBL FAM198B HORMAD1 KIF2C CDKN2A MCM5 MAPT MID1 EVL CXXC5 PRKD3 MAN2B2"	"CENPA TPX2 KIF2C TTK CCNA2 CDC20 NDC80 FOXM1 ASPM MCM10 CEP55 UBE2C HJURP DLGAP5 SLC39A6 ESR1 CDCA8"	"KIF2C TTK BUB1B CCNA2 PTTG1 ASPM KIF4A PRC1 UBE2C BIRC5 FOXM1 CENPA KIF20A CEP55 TRIP13 DLGAP5 NUSAP1 NDC80 CDKN3 RRM2 TPX2 CDC20 MAD2L1 CENPN HJURP TOP2A CDK1 KPNA2 RAD51AP1 NCAPG FEN1 RACGAP1 CCNB1 AURKA CDCA8 EZH2 MCM10 MKI67 NEK2 CHEK1 CENPE KIF14 MCM2 KIF11 E2F8 AURKB CENPF CDC45 SPC25 KIF15 APOBEC3B MCM4 CCNB2 TACC3 PBK UBE2S LMNB1 CMC2 ZWINT CCNE2 CENPM EXO1 NCAPH SPAG5 DTL GINS1 DDX39A HN1 KIF23 GTSE1 FANCI MYBL2 H2AFZ KIFC1 ESPL1 KIF18A TYMS ERCC6L DONSON CDC6 STMN1 KIAA0101 FAM64A OIP5 FBXO5 DBF4 CENPU DEPDC1 PLK1 CCNE1 STIL CKS1B SLC7A5 MCM6 PLK4 SPARCL1 ASF1B MCM5 ORC6 CIRBP ATAD2 KIF18B RNASEH2A LRP8 BLM KIF13B RFC4 CDT1 CDC25A ECT2 CYBRD1 PLSCR4 SMC4 BUB1 HMGB3 OGN E2F1 NME5 COL16A1 RNASE4 SETBP1 CTSV CDCA5 HELLS ANLN GGH EVL ZBTB20 RAD51 SFRP1 DSCC1 CDC7 UHRF1 LAMA2 CBX7 CRIM1 PSMA7 UBE2T MTFR2 PDGFD COL14A1 TMPO IGF1 POLQ FAM83D NUF2 KRT14 LMNB2"	"SFRP1 TRIM29 KRT5 SLC9A3R1 KRT17 CDC20 TTK"	"ERBB2 GRB7 GATA3 PMAIP1 NPY1R KMO GGCT ETFA STARD3 PGAP3 MPHOSPH6 PSMD3 SERPINA3 G6PD DNALI1 SOX11 GCHFR FHOD1 ABAT IGF1R PHGDH PSAT1 MIEN1 SLC39A6 ESR1 CDK12"
"GO:0060548"	"negative regulation of cell death"	3	FALSE	TRUE	"FOXC1 FOXA1 AR AGR2 MLPH XBP1 FBP1 BCL11A SPDEF LDHB TFF3 GALNT6 GATA3 EN1 CYB5A ELF5 SLC44A4 FAM171A1 SFRP1 GALNT7 REEP5 SERPINB5 VAV3 DSC2 RAB17 GPD1L TCF7L1 DEK ANP32E SOX10 KRT16 KIAA1324 ART3 CRYAB E2F3 MCCC2 TSPAN1 DUSP4 KRT18 KRT6B ANXA9 ADIRF MMP7 ECI2 SLC7A8 ALCAM WWP1 ABAT UGT8 PHGDH TOX3 GALNT10 PRKX WFS1 UGDH PSAT1 CERS6 VGLL1 PIP NDC80 ACOX2 GSTP1 SEMA3C PEX11A TMBIM4 MICALL1 SYT17 AKR7A3 SCNN1A CIRBP HOXB2 P4HTM LBR LRBA CEBPB CDC20 FOXM1 PROM1 DACH1 FUT8 RAB27B NME3 SYBU ESR1 SLC9A3R1 REEP1 RAB26 YBX1 SLC39A6 TMC5 SYTL2 CDCA7 CTSV ITGB8 FSCN1 ROPN1 KLF5 ANKRD30A SMIM14"	"CENPA TPX2 CDC20 KIF2C NDC80 CCNA2 ASPM MCM10 FOXM1 DLGAP5 HJURP"	"KIF2C BUB1B CCNA2 PTTG1 ASPM KIF4A PRC1 UBE2C NUSAP1 BIRC5 CDKN3 FOXM1 CENPA KIF20A TRIP13 DLGAP5 NDC80 RRM2 TPX2 CDC20 MAD2L1 CENPN HJURP RACGAP1 TOP2A CCNB1 CDK1 KPNA2 RAD51AP1 NCAPG FEN1 NEK2 AURKA CDCA8 EZH2 MCM10 MKI67 MCM2 E2F8 CHEK1 CENPE KIF14 CENPF AURKB CDC45 CCNB2 SPC25 CENPM PBK UBE2S APOBEC3B LMNB1 CMC2 ZWINT CCNE2 MCM4 SPAG5 DTL DDX39A HN1 EXO1 KIF23 NCAPH FANCI TYMS GINS1 H2AFZ ESPL1 MYBL2 STMN1 FAM64A KIFC1 KIF18A KIAA0101 OIP5 ERCC6L DONSON FBXO5 CDC6 CENPU CKS1B DBF4 PLK4 DEPDC1 PLK1 ASF1B CCNE1 MCM6 SLC7A5 RNASEH2A ATAD2 MCM5 SPARCL1 KIF18B ORC6 CIRBP BLM RFC4 CYBRD1 PLSCR4 SMC4 CDT1 ECT2 BUB1 CDC25A OGN COL16A1 HMGB3 RNASE4 SETBP1 E2F1 RAD51 DSCC1 CDCA5 HELLS ANLN UHRF1 LAMA2 ZBTB20 CTSV TMPO CDC7 GGH UBE2T CBX7 MTFR2 CRIM1"	"TRIM29 SFRP1 KRT5"	"ERBB2 GATA3 PMAIP1 NPY1R ETFA KMO GGCT STARD3 PGAP3 MPHOSPH6 PSMD3 SERPINA3 FHOD1 GCHFR G6PD SOX11 MIEN1"
"GO:0061351"	"neural precursor cell proliferation"	3	TRUE	TRUE	""	"TPX2 CENPA CEP55 TTK NDC80 ASPM KIF2C DLGAP5"	"PRC1 KIF2C TTK TPX2 CEP55 CDK1 KIF4A NUSAP1 NDC80 BUB1B BIRC5 TOP2A DLGAP5 MAD2L1 KIF20A ASPM RACGAP1 EZH2 CENPA HJURP CCNB1 AURKA CDCA8 KIF11 CENPN CDC20 CDC45 FEN1 NEK2 CHEK1 CENPE KIF14 CENPF NCAPG AURKB MCM10 CCNB2 TACC3 LMNB1 MKI67 KIFC1 MCM2 SPAG5 ZWINT MCM4 MYBL2 ESPL1 KIF23 GTSE1 DTL KIF15 CCNE1 NCAPH MCM6 CENPM H2AFZ PLK1 TYMS MCM5 STMN1 SPC25 SLC7A5 CENPU CDC6 FAM64A LRP8 FBXO5 ORC6 PLK4 ERCC6L BLM KIF18A STIL OIP5 HMGB3 CIRBP ASF1B CTSV KIF18B BUB1 RFC4 KIF13B MCM7 ECT2 HELLS SMC4 E2F1 MCM3 LMNB2 RAD51 CDC25B CDC7 TMPO EVL PARPBP IDO1 POLQ HMGB2 DSCC1 PNP GINS2 CBX7 CENPI GTPBP4 GATA3 DNMT3B DKC1 ESR1 CCT5 MAPT ANLN SHMT2 FANCA DNALI1 SKP2 MIS18A TMSB15B SKA1 KRT14 SPDL1 TUBA1B TUBA1C MRPL15 SMC2 NCAPD2 CDCA5 TIMELESS RFC3 CENPW FAM83D STAT1 UHRF1 YBX1 PSRC1 PCNA ORC1 TUBB SKA3 RFC2 NUF2 DACH1 AGO2 KRT5 AK5"	""	""
"GO:0061640"	"cytoskeleton-dependent cytokinesis"	5	FALSE	FALSE	"FOXC1 FOXA1 AR AGR2 LDHB XBP1 BCL11A GALNT6 SPDEF TTK GATA3 EN1 CYB5A ELF5 KIAA1324 RAB17"	"CENPA TPX2 CCNA2"	"PTTG1 KIF2C TTK BUB1B CCNA2 ASPM KIF4A PRC1 UBE2C NUSAP1 BIRC5 CDKN3 FOXM1 CENPA KIF20A CEP55 TRIP13 DLGAP5 NDC80 RRM2 TPX2 RACGAP1 CDK1 CDC20 MAD2L1 CENPN FEN1 HJURP TOP2A CCNB1 KPNA2 RAD51AP1 NCAPG NEK2 AURKA CDCA8 EZH2 MCM10 KIF11 MKI67 CDC45 MCM2 E2F8 CHEK1 CENPE KIF14 CENPF ZWINT TACC3 SPC25 KIF15 PBK LMNB1 CMC2 AURKB SPAG5 CCNE2 CCNB2 CENPM UBE2S APOBEC3B HN1 DTL MCM4 DDX39A KIF23 TYMS H2AFZ EXO1 ESPL1 NCAPH FANCI STMN1 KIAA0101 OIP5 GINS1 DONSON GTSE1 CDC6 MYBL2 FAM64A KIFC1 CENPU ERCC6L FBXO5 ASF1B KIF18A PLK4 RNASEH2A ATAD2 DEPDC1 CKS1B DBF4 PLK1 CCNE1 STIL MCM6 SLC7A5 KIF18B MCM5 ORC6 LRP8 CIRBP BLM CDT1 ECT2 RFC4 COL16A1 KIF13B SMC4 BUB1 HMGB3 SETBP1 RAD51 CDCA5 ANLN OGN UHRF1 E2F1 DSCC1 CDC25A CDC7 HELLS ZBTB20 TMPO UBE2T MTFR2"	""	"ERBB2"
"GO:0061641"	"CENP-A containing chromatin organization"	5	FALSE	FALSE	"FBP1 LDHB TFF3 MLPH FAM171A1 CYB5A GPD1L REEP5 SFRP1 DSC2 GALNT7 SERPINB5 TSPAN1 VAV3 KRT16 RAB17 ART3 CRYAB SLC44A4 ANXA9 ADIRF ALCAM KIAA1324 KRT6B AKR7A3 PROM1 PHGDH KRT18 ABAT MMP7 UGDH PSAT1 WWP1 GSTP1 SEMA3C PIP SLC7A8 FSCN1 FUT8 DHRS2 YBX1 NME3 SCNN1A TMC5 SLC9A3R1 ACTR3B RHOB CHI3L1 KRT5 CTSV GSTM3 KRT17 MYO5C MSN RAB27B PKP1 GPRC5C RARRES1 SFT2D2 MAN2B2 SLC6A14 C4B ITGB8 SLC16A1 ACADSB IL6ST NDRG1 GFRA1 SOD2 TSPAN15 GAMT PLOD1 BBOX1 SLC7A5 LYN SH3BGRL GREB1 GDF15 BCAS1 SLC22A5 DCXR BCAM MPP6 HSPB1 COTL1 HPX CPE RNASE4 PDZK1 TUBB6 CMBL MFGE8 KRT8 GGH MUC16 BLVRA SLC27A2 MRAS ANXA8L1"	""	"RACGAP1 CDK1 STMN1 SPARCL1 H2AFZ CYBRD1 CTSV SLC7A5 ATAD2 RNASE4 GGH OGN"	"FAT1 KRT5 SFRP1 HSPB1 ANXA9 KRT17 WWP1 CRYAB SLC9A3R1 PROM1 BBOX1 GFRA1 FBP1 IL6ST KRT14 ANXA3 SERPINA5 ABAT PHGDH FAM171A1"	"ETFA KMO GGCT PSMD3 SERPINA3 G6PD ABAT QPRT PHGDH IL6ST PDZK1 IDH2 PSAT1 S100A9 ANXA9 SERPINA5 S100A8 ITGB6 KRT7 GFRA1 CRISP3 FUT3 AKR1B10 GREB1 ADIRF ACADSB LBP CALML5 TRPV6 LAD1 MIEN1 RALA THSD4 FGG"
"GO:0065003"	"macromolecular complex assembly"	4	FALSE	FALSE	""	""	"PTTG1 KIF2C BUB1B CCNA2 ASPM KIF4A PRC1 UBE2C NUSAP1 BIRC5 CDKN3 FOXM1 CENPA KIF20A TRIP13 DLGAP5 NDC80 RRM2 TPX2 CENPN RACGAP1 CDK1 CDC20 MAD2L1 FEN1 HJURP TOP2A CCNB1 KPNA2 RAD51AP1 NCAPG CDC45 MCM10 NEK2 AURKA CDCA8 EZH2 MKI67 CHEK1 CENPE ZWINT MCM2 SPC25 E2F8 CMC2 KIF14 CENPF CCNE2 MCM4 CENPM PBK LMNB1 AURKB SPAG5 TYMS CCNB2 UBE2S APOBEC3B HN1 KIF23 DTL KIAA0101 OIP5 DDX39A H2AFZ EXO1 FAM64A DONSON ESPL1 NCAPH FANCI CENPU GINS1 RNASEH2A DEPDC1 ASF1B KIF18A CDC6 MYBL2 PLK4 ATAD2 KIFC1 FBXO5 DBF4 ERCC6L CKS1B MCM6 SLC7A5 MCM5 ORC6 PLK1 CCNE1 BLM KIF18B BUB1 CDT1 RFC4 HMGB3 COL16A1 CIRBP SMC4 RAD51 CDCA5 ECT2 ANLN UHRF1 TMPO SETBP1"	""	""
"GO:0065004"	"protein-DNA complex assembly"	5	FALSE	TRUE	""	"TPX2 CENPA CEP55 TTK NDC80 ASPM KIF2C DLGAP5"	"PRC1 KIF2C TTK TPX2 CEP55 CDK1 KIF4A NUSAP1 NDC80 BUB1B BIRC5 TOP2A DLGAP5 MAD2L1 KIF20A ASPM RACGAP1 EZH2 CENPA HJURP CCNB1 AURKA CDCA8 KIF11 CENPN CDC20 CDC45 FEN1 NEK2 CHEK1 CENPE KIF14 CENPF NCAPG AURKB MCM10 CCNB2 TACC3 LMNB1 MKI67 KIFC1 MCM2 SPAG5 ZWINT MCM4 MYBL2 ESPL1 KIF23 GTSE1 DTL KIF15 CCNE1 NCAPH MCM6 CENPM H2AFZ PLK1 TYMS MCM5 STMN1 SPC25 SLC7A5 CENPU CDC6 FAM64A LRP8 FBXO5 ORC6 PLK4 ERCC6L BLM KIF18A STIL OIP5 HMGB3 CIRBP ASF1B CTSV KIF18B BUB1 RFC4 KIF13B MCM7 ECT2 HELLS SMC4 E2F1 MCM3 LMNB2 RAD51 CDC25B CDC7 TMPO EVL PARPBP IDO1 POLQ HMGB2 DSCC1 PNP GINS2 CBX7 CENPI GTPBP4 GATA3 DNMT3B DKC1 ESR1 CCT5 MAPT ANLN SHMT2 FANCA DNALI1 SKP2 MIS18A TMSB15B SKA1 KRT14 SPDL1 TUBA1B TUBA1C MRPL15 SMC2 NCAPD2 CDCA5 TIMELESS RFC3 CENPW FAM83D STAT1 UHRF1 YBX1 PSRC1 PCNA ORC1 TUBB SKA3 RFC2 NUF2 DACH1 AGO2 KRT5 AK5"	""	""
"GO:0065007"	"biological regulation"	1	FALSE	FALSE	""	"CENPA TPX2"	"BUB1B CCNA2 KIF4A PRC1 UBE2C NUSAP1 BIRC5 FOXM1 CENPA TPX2 KIF20A RACGAP1 CDK1 NDC80 RRM2 TOP2A CCNB1 NEK2 CDC20 KPNA2 CDCA8 CENPN FEN1 HJURP CENPF EZH2 LMNB1 MKI67 AURKA MCM10 MCM2 CENPM CHEK1 CDC45 CCNE2 KIF23 AURKB SPAG5 DTL MCM4 CCNB2 H2AFZ FANCI TYMS KIAA0101 FAM64A OIP5 EXO1 GINS1 FBXO5 CCNE1 CDC6 PLK4 CENPU ERCC6L DEPDC1 ASF1B CKS1B MYBL2 ATAD2 BLM DBF4 SLC7A5 CIRBP PLK1 MCM6 MCM5 BUB1 ORC6 RFC4 KIF18B CDT1 DSCC1 OGN SMC4 RAD51 CDC25A COL16A1 CTSV E2F1 CDC7 CBX7 PARPBP POLQ CDCA5 ANLN UHRF1 ZBTB20 PSMA7 PDGFD COL14A1 LMNB2"	""	""
"GO:0070013"	"intracellular organelle lumen"	4	FALSE	FALSE	"AGR2 FBP1 TFF3 LDHB TFF1 MLPH CYB5A FAM171A1 MIA GALNT7 REEP5 SFRP1 TSPAN1 VAV3 DSC2 RAB17 GPD1L CRYAB SERPINB5 ART3 ANXA9 ALCAM KRT16 SLC44A4 ADIRF KIAA1324 KRT18 AKR7A3 UGDH KRT6B ABAT MMP7 PHGDH GSTP1 WWP1 CHI3L2 PROM1 SCRG1 PSAT1 SEMA3C FUT8 DHRS2 PIP PTX3 SCNN1A SLC9A3R1 SLC7A8 CHI3L1 YBX1 NME3 TMC5 ACTR3B CTSV RHOB FSCN1 GSTM3 KRT5 MYO5C C4B KRT17 RAB27B SFT2D2 RARRES1 MAN2B2 PKP1 MSN GPRC5C ITGB8 ACADSB ENPP1 SLC6A14 IL6ST SCGB1D2 GFRA1 NDRG1 SLC16A1 SOD2 CDCA8 IGFBP4 SH3BGRL METRN LYN TSPAN15 GREB1 GAMT CHEK1 COL9A3 SLC7A5 KLK6 SOSTDC1 PLOD1 CEACAM6 CPA3 KLK5 SLC22A5 BBOX1 HSPB1 GDF15 RNASE4 BCAS1 CPE BCAM PDZK1 DCXR COTL1 TGFB3 CEP55 TUBB6 MPP6 SEMA3F HPX CMBL MFGE8 KRT8 SLC27A2 GGH MRAS MUC16 BLVRA"	""	"CEP55 CDCA8 RACGAP1 CDK1 NEK2 CHEK1 KIF23 STMN1 SPARCL1 CYBRD1 OGN MMP1 H2AFZ ATAD2 CTSV SLC7A5 GGH RNASE4 SFRP1 LRRC17 CXCL10 PDGFD IGF1 NTN4 CILP MIA"	"FAT1 KRT5 SFRP1 HSPB1 KRT17 CRYAB SLC9A3R1 PROM1 ANXA9 BBOX1 ANXA3 GFRA1 KRT14 TFF1 WWP1 SERPINB5 FBP1 CX3CL1 IL6ST RARRES1 FAM171A1 SERPINA5 ASS1 PHGDH MIA"	"ETFA GGCT KMO PSMD3 SERPINA3 G6PD TFF1 QPRT ABAT ITGB6 IDH2 IL6ST ANXA9 PDZK1 PHGDH S100A9 KRT7 STC2 PSAT1 S100A8 FUT3 SERPINA5 IGFBP4 GFRA1 CRISP3 AKR1B10 ADIRF GREB1 ACADSB MIEN1 CALML5"
"GO:0070182"	"DNA polymerase binding"	5	TRUE	TRUE	"FOXC1 FOXA1 AR XBP1 BCL11A TTK GALNT6"	"CENPA TPX2 CCNA2 ASPM KIF2C TTK"	"KIF2C TTK BUB1B CCNA2 ASPM KIF4A PRC1 UBE2C NUSAP1 BIRC5 FOXM1 CENPA TPX2 KIF20A CEP55 CDK1 DLGAP5 NDC80 RRM2 CENPN RACGAP1 TOP2A CDC20 MAD2L1 FEN1 HJURP CCNB1 NEK2 KPNA2 CDCA8 NCAPG MCM10 KIF11 MKI67 AURKA CENPF EZH2 CHEK1 CENPE CDC45 MCM2 TACC3 LMNB1 AURKB KIF14 CCNB2 SPC25 CENPM KIF15 UBE2S KIF23 ZWINT DTL MCM4 DDX39A SPAG5 CCNE2 STMN1 FAM64A H2AFZ EXO1 ESPL1 FANCI KIFC1 NCAPH GTSE1 TYMS GINS1 FBXO5 MYBL2 PLK4 KIAA0101 DEPDC1 CCNE1 KIF18A CDC6 CENPU OIP5 ERCC6L ASF1B CKS1B MCM6 DBF4 ATAD2 SLC7A5 LRP8 CIRBP PLK1 BLM STIL MCM5 ORC6 KIF18B CDT1 RFC4 ECT2 KIF13B CTSV SMC4 BUB1 DSCC1 HELLS RAD51 CDC25A CDC7 OGN COL16A1 E2F1 ZBTB20 TMPO CDCA5 MCM3 ANLN UHRF1 PARPBP PSMA7 CBX7"	""	""
"GO:0070271"	"protein complex biogenesis"	3	FALSE	FALSE	"FOXC1 FOXA1 AR AGR2 MLPH XBP1 FBP1 LDHB BCL11A GALNT6 CRIP1 SPDEF TFF3 GATA3 EN1 CYB5A ELF5 SFRP1 TTK KIAA1324 RAB17 INPP4B BTG3 VAV3 DSC2 LIMA1 GPD1L GALNT7 CRYAB TCF7L1 E2F3 SERPINB5 DEK SOX10 KRT16 TRIM2 ANXA9 NAT1 DNALI1 ABAT ANP32E DUSP4 KRT6B ADIRF SLC2A10 ANKRD30A ECI2 UGT8 SLC7A8 PHGDH PSAT1 TSPAN1 KRT18 PEX11A ROPN1 WWP1 CDCA7"	"CENPA KIF2C TPX2 TTK CCNA2 FOXM1 NAT1"	"PTTG1 KIF2C TTK BUB1B CCNA2 ASPM KIF4A PRC1 UBE2C NUSAP1 BIRC5 CDKN3 MELK FOXM1 CENPA KIF20A CEP55 TRIP13 DLGAP5 NDC80 RRM2 TPX2 RACGAP1 CDK1 CDC20 TK1 MAD2L1 CENPN FEN1 HJURP TOP2A CCNB1 KPNA2 RAD51AP1 NCAPG HMMR NEK2 AURKA CDCA8 EZH2 MCM10 KIF11 MKI67 CDC45 E2F8 CDCA3 CHEK1 CENPE KIF14 CENPF ZWINT MCM2 TACC3 SPC25 KIF15 PBK LMNB1 CMC2 AURKB SPAG5 CCNE2 CCNB2 CENPM UBE2S APOBEC3B HN1 DTL MCM4 DDX39A KIF23 H2AFZ EXO1 ESPL1 NCAPH FANCI TYMS STMN1 KIAA0101 OIP5 GINS1 DONSON GTSE1 CDC6 MYBL2 KIFC1 CENPU FAM64A ERCC6L FBXO5 KIF18A PLK4 DEPDC1 ASF1B CKS1B DBF4 RNASEH2A ATAD2 PLK1 CCNE1 STIL MCM6 SLC7A5 CX3CR1 KIF18B ORC6 TROAP MCM5 LRP8 CIRBP BLM CDT1 ECT2 RFC4 COL16A1 KIF13B BUB1 HMGB3 SETBP1 SMC4 GPSM2 GMPS OGN E2F1 RAD51 CDCA5 CDC25A CDC7 ANLN UHRF1 ZBTB20 DSCC1 HELLS TMPO CTSV PARPBP PSMA7 CTPS1 UBE2T MTFR2 COL14A1"	"TRIM29 KRT5 SFRP1"	"ERBB2 GRB7 GATA3 PNMT PMAIP1 GGCT NPY1R STARD3 ETFA KMO MPHOSPH6"
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	4	FALSE	FALSE	""	"CENPA NDC80 KIF2C MAD2L1 HJURP"	"KIF2C MAD2L1 NDC80 BUB1B BIRC5 CENPN CDK1 AURKA CDC45 HJURP CCNB1 CHEK1 EZH2 CENPA CDCA8 FEN1 AURKB CENPE MCM10 CENPF SPAG5 MYBL2 H2AFZ NCAPG ZWINT MCM2 NEK2 BLM NCAPH MCM6 MCM5 SPC25 CENPU MKI67 CENPM MCM4 ORC6 PLK1 E2F1 OIP5 ASF1B BUB1 MCM7 PARPBP ERCC6L RAD51 RFC4 SMC4 TMPO MCM3 CENPI HELLS GINS2 DSCC1 HMGB2 DNMT3B MIS18A SMC2 ESR1 ORC1 GATA3 SPDL1 KNTC1 SKA1 CBX7 POLE2 RFC3 CHAF1B NCAPD2 PCNA SKA3 TIMELESS RFC2 DSN1 H2AFX ZWILCH CHAF1A WDHD1 STAT1 HMGA1 CENPW NUF2 POLA2 UHRF1 CEBPB CDCA5 POLD1 CENPO ANP32E TCP1 CHEK2 RFWD3 CASC5 KNSTRN PRIM1 ACTL6A"	""	""
"GO:0070925"	"organelle assembly"	4	FALSE	FALSE	""	"CCNA2 CENPA TPX2"	"CCNA2 PRC1 UBE2C NUSAP1 BIRC5 TPX2 KIF4A BUB1B RRM2 CENPA KIF20A RACGAP1 CDK1 MAD2L1 NDC80 FOXM1 CENPN HJURP TOP2A CCNB1 CDC20 CDCA8 FEN1 AURKA KPNA2 CENPF EZH2 NEK2 CHEK1 CDC45 LMNB1 KIF23 MCM10 CCNB2 CENPM H2AFZ MKI67 AURKB CCNE2 UBE2S DTL MCM2 FAM64A DDX39A EXO1 SPAG5 FANCI TYMS MCM4 DEPDC1 MYBL2 PLK4 KIAA0101 CENPU FBXO5 CDC6 OIP5 GINS1 ASF1B CCNE1 BLM MCM6 DBF4 CIRBP ATAD2 CKS1B ORC6 ERCC6L SLC7A5 MCM5 PLK1 ECT2 BUB1 RFC4 RAD51 KIF18B CDT1 E2F1 CDC25A SMC4 CTSV DSCC1 CDC7 ANLN TMPO PSMA7 ZBTB20 PARPBP CDCA5 MCM3 UBE2T UHRF1 PKMYT1 CENPW CBX7"	""	""
"GO:0070938"	"contractile ring"	3	TRUE	TRUE	"TTK KIF2C DNALI1 CDC20 TPX2"	"TPX2 TTK CEP55 KIF2C ASPM CDC20 DLGAP5 CDCA8 BIRC5 CCNB2 MAD2L1 PRC1 NCAPG KIF14 CCNB1 AURKA AURKB KIF20A"	"KIF2C DLGAP5 TTK BIRC5 CEP55 RACGAP1 PRC1 NUSAP1 BUB1B TPX2 CCNB1 KIF4A MAD2L1 AURKA CHEK1 CDCA8 KIF11 KIF20A ASPM TOP2A CDK1 CDC20 KIF14 CCNB2 CENPE KIF23 AURKB CENPF CDC45 NCAPG TACC3 KIFC1 SPAG5 CENPU KIF15 LMNB1 NEK2 ESPL1 GTSE1 STMN1 CDC6 PLK4 DTL FBXO5 STIL CCNE1 ERCC6L LRP8 PLK1 KIF18A KIF18B ECT2 CDC25B KIF13B RAD51 MCM3 TUBA1B LMNB2 ANLN TUBA1C SKA3 MAPT CCT5 SKA1 FAM83D KRT14 TBC1D31 MASTL DNALI1 PSRC1 GAS2L3 AK5 CKAP2L SPDL1"	""	""
